v_const,a_const,smooth
3.2283428246606827e-06,-2.3889735654500578e-05,-1.0976365049142024e-05
2.6472410943823502e-05,-2.3889735654500578e-05,1.2267702066940306e-05
-2.5826742420259e-06,-5.294482054518296e-05,6.45668538386183e-07
-2.5826742420259e-06,-2.3889735654500578e-05,-5.165348248003154e-06
3.2283428246606827e-06,2.840941621932595e-05,-5.165348248003154e-06
9.039359876589716e-06,-1.8078718720631938e-05,1.2267702066940306e-05
9.039359876589716e-06,-3.55117695665105e-05,6.456685310025987e-06
1.4850376913777231e-05,-2.3889735654500578e-05,-1.6787381865014395e-05
3.2283428246606827e-06,4.584246657849396e-05,2.3889735536536373e-05
-2.5826742420259e-06,-1.8078718720631938e-05,1.2267702066940306e-05
3.2283428246606827e-06,-8.781092290105385e-05,6.45668538386183e-07
-2.5826742420259e-06,-6.4566848971512785e-06,-1.0976365049142024e-05
9.039359876589716e-06,5.165348333540828e-05,1.807871880910509e-05
1.4850376913777231e-05,-1.8078718720631938e-05,6.45668538386183e-07
9.039359876589716e-06,-5.8755837567580866e-05,6.456685310025987e-06
-8.393691323478048e-06,-4.1322786544627737e-05,6.45668538386183e-07
9.039359876589716e-06,4.003144980685416e-05,6.456685310025987e-06
2.6472410943823502e-05,-2.970075260311875e-05,1.2267702066940306e-05
-2.5826742420259e-06,-4.713380353753459e-05,6.45668538386183e-07
9.039359876589716e-06,-1.8078718720631938e-05,-1.0976365049142024e-05
1.4850376913777231e-05,-6.456680075312401e-07,-5.165348248003154e-06
3.2283428246606827e-06,-2.3889735654500578e-05,6.456685310025987e-06
9.039359876589716e-06,-4.713380353753459e-05,-1.0976365049142024e-05
-2.5826742420259e-06,-2.3889735654500578e-05,6.456685310025987e-06
3.2283428246606827e-06,5.1653488673392645e-06,-2.2598398695628286e-05
2.0661393936175134e-05,-2.970075260311875e-05,1.2267702066940306e-05
9.039359876589716e-06,-4.713380353753459e-05,-1.6787381865014395e-05
-2.5826742420259e-06,-2.970075260311875e-05,-1.6787381865014395e-05
9.039359876589716e-06,4.584246657849396e-05,-5.165348248003154e-06
-2.5826742420259e-06,-1.2267701801512833e-05,1.2267702066940306e-05
1.4850376913777231e-05,-2.970075260311875e-05,6.45668538386183e-07
3.2283428246606827e-06,-2.970075260311875e-05,-5.165348248003154e-06
-8.393691323478048e-06,3.422043302046482e-05,6.45668538386183e-07
9.039359876589716e-06,-2.3889735654500578e-05,-2.2598398695628286e-05
3.2283428246606827e-06,-6.4566848971512785e-06,-5.165348248003154e-06
3.2283428246606827e-06,-1.8078718720631938e-05,-5.165348248003154e-06
1.4850376913777231e-05,2.259839940345358e-05,6.456685310025987e-06
1.4850376913777231e-05,-2.970075260311875e-05,6.45668538386183e-07
3.2283428246606827e-06,-4.1322786544627737e-05,-5.165348248003154e-06
3.2283428246606827e-06,-2.3889735654500578e-05,6.45668538386183e-07
1.4850376913777231e-05,-6.4566848971512785e-06,-1.0976365049142024e-05
1.4850376913777231e-05,-1.8078718720631938e-05,6.456685310025987e-06
-8.393691323478048e-06,-3.55117695665105e-05,-5.165348248003154e-06
-2.5826742420259e-06,-2.3889735654500578e-05,-5.165348248003154e-06
2.6472410943823502e-05,-6.456680075312401e-07,6.456685310025987e-06
2.6472410943823502e-05,-1.8078718720631938e-05,2.3889735536536373e-05
1.4850376913777231e-05,-9.943295713778597e-05,6.456685310025987e-06
-8.393691323478048e-06,-2.3889735654500578e-05,-5.165348248003154e-06
-2.5826742420259e-06,2.840941621932595e-05,6.45668538386183e-07
1.4850376913777231e-05,-3.55117695665105e-05,6.456685310025987e-06
3.2283428246606827e-06,-8.199990580483614e-05,6.45668538386183e-07
-8.393691323478048e-06,-3.55117695665105e-05,1.2267702066940306e-05
-2.5826742420259e-06,8.07085668988491e-05,6.456685310025987e-06
2.0661393936175134e-05,-2.970075260311875e-05,6.45668538386183e-07
9.039359876589716e-06,-8.781092290105385e-05,6.45668538386183e-07
-8.393691323478048e-06,-6.4566848971512785e-06,6.45668538386183e-07
2.0661393936175134e-05,-6.4566848971512785e-06,6.45668538386183e-07
2.6472410943823502e-05,-1.8078718720631938e-05,6.456685310025987e-06
9.039359876589716e-06,-5.8755837567580866e-05,6.45668538386183e-07
-2.0015725530687057e-05,-1.8078718720631938e-05,6.45668538386183e-07
-8.393691323478048e-06,-1.2267701801512833e-05,6.45668538386183e-07
1.4850376913777231e-05,-2.3889735654500578e-05,-5.165348248003154e-06
3.2283428246606827e-06,-4.713380353753459e-05,-5.165348248003154e-06
9.039359876589716e-06,-1.8078718720631938e-05,-2.8409415541015756e-05
1.4850376913777231e-05,5.1653488673392645e-06,-5.165348248003154e-06
-2.5826742420259e-06,-1.8078718720631938e-05,-1.0976365049142024e-05
3.2283428246606827e-06,-3.55117695665105e-05,-5.165348248003154e-06
3.2283428246606827e-06,-1.8078718720631938e-05,-1.6787381865014395e-05
3.2283428246606827e-06,-6.4566848971512785e-06,6.456685310025987e-06
3.2283428246606827e-06,-4.1322786544627737e-05,6.456685310025987e-06
-2.5826742420259e-06,-8.781092290105385e-05,-5.165348248003154e-06
-8.393691323478048e-06,-2.3889735654500578e-05,-5.165348248003154e-06
2.0661393936175134e-05,5.7464500077573065e-05,-5.165348248003154e-06
2.6472410943823502e-05,-6.456680075312401e-07,1.2267702066940306e-05
2.0661393936175134e-05,-4.1322786544627737e-05,6.45668538386183e-07
-8.393691323478048e-06,-1.2267701801512833e-05,6.45668538386183e-07
2.0661393936175134e-05,-1.8078718720631938e-05,1.2267702066940306e-05
2.6472410943823502e-05,-2.3889735654500578e-05,1.807871880910509e-05
1.4850376913777231e-05,-9.362194001204515e-05,-5.165348248003154e-06
-1.420470841969576e-05,-1.8078718720631938e-05,-1.6787381865014395e-05
-2.5826742420259e-06,-1.8078718720631938e-05,1.2267702066940306e-05
1.4850376913777231e-05,-2.3889735654500578e-05,1.807871880910509e-05
2.0661393936175134e-05,-1.8078718720631938e-05,1.2267702066940306e-05
3.2283428246606827e-06,-2.3889735654500578e-05,-1.0976365049142024e-05
9.039359876589716e-06,-1.8078718720631938e-05,6.456685310025987e-06
9.039359876589716e-06,-2.3889735654500578e-05,6.45668538386183e-07
-8.393691323478048e-06,-7.6188888723384e-05,6.45668538386183e-07
3.2283428246606827e-06,-6.4566848971512785e-06,-1.0976365049142024e-05
9.039359876589716e-06,-2.3889735654500578e-05,6.456685310025987e-06
9.039359876589716e-06,-1.8078718720631938e-05,1.2267702066940306e-05
3.2283428246606827e-06,-0.0001459210946754894,6.45668538386183e-07
3.2283428246606827e-06,-2.970075260311875e-05,-1.0976365049142024e-05
9.039359876589716e-06,-1.8078718720631938e-05,6.456685310025987e-06
2.6472410943823502e-05,-2.3889735654500578e-05,1.2267702066940306e-05
9.039359876589716e-06,-5.294482054518296e-05,-5.165348248003154e-06
-2.5826742420259e-06,-1.8078718720631938e-05,-5.165348248003154e-06
3.2283428246606827e-06,5.1653488673392645e-06,-5.165348248003154e-06
1.4850376913777231e-05,-1.2267701801512833e-05,-5.165348248003154e-06
-2.5826742420259e-06,-9.362194001204515e-05,-2.2598398695628286e-05
-8.393691323478048e-06,-2.970075260311875e-05,-1.6787381865014395e-05
2.0661393936175134e-05,-6.4566848971512785e-06,-1.6787381865014395e-05
2.0661393936175134e-05,-2.3889735654500578e-05,6.456685310025987e-06
1.4850376913777231e-05,-3.55117695665105e-05,-1.0976365049142024e-05
-2.5826742420259e-06,-2.3889735654500578e-05,-1.0976365049142024e-05
-2.0015725530687057e-05,-6.4566848971512785e-06,-1.0976365049142024e-05
3.2283428246606827e-06,-2.3889735654500578e-05,-5.165348248003154e-06
9.039359876589716e-06,-6.456685460476837e-05,-1.0976365049142024e-05
9.039359876589716e-06,-1.2267701801512833e-05,-1.6787381865014395e-05
-2.5826742420259e-06,-6.456680075312401e-07,-5.165348248003154e-06
3.2283428246606827e-06,1.097636572745222e-05,6.456685310025987e-06
2.0661393936175134e-05,-6.456685460476837e-05,6.456685310025987e-06
3.2283428246606827e-06,-6.4566848971512785e-06,-5.165348248003154e-06
3.2283428246606827e-06,-6.456680075312401e-07,6.45668538386183e-07
3.2283428246606827e-06,-4.1322786544627737e-05,6.456685310025987e-06
9.039359876589716e-06,-7.6188888723384e-05,6.45668538386183e-07
3.2283428246606827e-06,-2.3889735654500578e-05,6.45668538386183e-07
3.2283428246606827e-06,4.584246657849396e-05,6.456685310025987e-06
2.6472410943823502e-05,-6.456680075312401e-07,-1.0976365049142024e-05
1.4850376913777231e-05,-1.2267701801512833e-05,6.456685310025987e-06
-1.420470841969576e-05,5.1653488673392645e-06,-5.165348248003154e-06
2.0661393936175134e-05,2.259839940345358e-05,-5.165348248003154e-06
2.0661393936175134e-05,1.097636572745222e-05,6.45668538386183e-07
3.2283428246606827e-06,-6.4566848971512785e-06,-5.165348248003154e-06
-8.393691323478048e-06,1.097636572745222e-05,1.2267702066940306e-05
-2.5826742420259e-06,3.422043302046482e-05,6.456685310025987e-06
3.2283428246606827e-06,2.840941621932595e-05,2.3889735536536373e-05
9.039359876589716e-06,1.097636572745222e-05,6.45668538386183e-07
3.2283428246606827e-06,2.840941621932595e-05,6.456685310025987e-06
9.039359876589716e-06,5.7464500077573065e-05,-5.165348248003154e-06
9.039359876589716e-06,1.678738257283969e-05,1.2267702066940306e-05
9.039359876589716e-06,-3.55117695665105e-05,6.45668538386183e-07
-8.393691323478048e-06,2.840941621932595e-05,-1.0976365049142024e-05
1.4850376913777231e-05,8.07085668988491e-05,6.45668538386183e-07
2.0661393936175134e-05,5.165348333540828e-05,6.45668538386183e-07
9.039359876589716e-06,2.840941621932595e-05,-5.165348248003154e-06
-2.5826742420259e-06,4.584246657849396e-05,-1.6787381865014395e-05
-1.420470841969576e-05,0.00012719669983422518,-5.165348248003154e-06
1.4850376913777231e-05,5.7464500077573065e-05,-1.0976365049142024e-05
2.0661393936175134e-05,8.651958356734637e-05,1.807871880910509e-05
-2.5826742420259e-06,0.00010395263348438911,-1.6787381865014395e-05
9.039359876589716e-06,0.00013300771638485444,-1.0976365049142024e-05
3.2283428246606827e-06,0.00013881873292078228,-5.165348248003154e-06
-2.5826742420259e-06,0.00011557466668875812,-5.165348248003154e-06
3.2283428246606827e-06,0.00013881873292078228,-1.6787381865014395e-05
1.4850376913777231e-05,0.00017368483182705796,-5.165348248003154e-06
1.4850376913777231e-05,0.00013300771638485444,1.2267702066940306e-05
9.039359876589716e-06,0.0001853068646780634,-5.165348248003154e-06
9.039359876589716e-06,0.0001620627989171746,-1.0976365049142024e-05
3.2283428246606827e-06,0.0002201729628779086,-5.165348248003154e-06
1.4850376913777231e-05,0.00017368483182705796,6.45668538386183e-07
9.039359876589716e-06,0.00010395263348438911,6.45668538386183e-07
-2.5826742420259e-06,0.00019692889747019096,6.45668538386183e-07
9.039359876589716e-06,0.0002782831253675931,6.456685310025987e-06
9.039359876589716e-06,0.00024341702805025093,6.45668538386183e-07
-2.5826742420259e-06,0.00023760601177922152,6.45668538386183e-07
-2.5826742420259e-06,0.0002608500767750905,-5.165348248003154e-06
-8.393691323478048e-06,0.00034220430240845524,-5.165348248003154e-06
9.039359876589716e-06,0.0003015271899518218,6.456685310025987e-06
2.0661393936175134e-05,0.0003015271899518218,6.45668538386183e-07
3.2283428246606827e-06,0.0003247712543009077,1.2267702066940306e-05
3.2283428246606827e-06,0.00034801531841493095,6.456685310025987e-06
9.039359876589716e-06,0.00034801531841493095,1.2267702066940306e-05
9.039359876589716e-06,0.0003596373503838262,6.456685310025987e-06
-8.393691323478048e-06,0.00037125938229393965,-2.8409415541015756e-05
3.2283428246606827e-06,0.0003654483663462216,6.45668538386183e-07
9.039359876589716e-06,0.0003886924300490294,6.45668538386183e-07
9.039359876589716e-06,0.00037707039822700434,1.2267702066940306e-05
-2.5826742420259e-06,0.00041774750934726597,-1.0976365049142024e-05
3.2283428246606827e-06,0.0005281568073356125,1.2267702066940306e-05
1.4850376913777231e-05,0.00045842461974842367,6.456685310025987e-06
-2.5826742420259e-06,0.00043518055675006637,6.45668538386183e-07
2.0661393936175134e-05,0.0004991017294308543,-1.0976365049142024e-05
9.039359876589716e-06,0.0005165347762176933,-1.6787381865014395e-05
-2.5826742420259e-06,0.0005281568073356125,6.45668538386183e-07
-2.5826742420259e-06,0.00048166868251208703,6.456685310025987e-06
-8.393691323478048e-06,0.0005572118848739892,-5.165348248003154e-06
9.039359876589716e-06,0.0005862669620461046,6.45668538386183e-07
3.228342793673035e-05,0.0006037000081736075,6.45668538386183e-07
3.2283428246606827e-06,0.0005978889928124158,-1.6787381865014395e-05
-2.0015725530687057e-05,0.0006385661000333256,-1.6787381865014395e-05
-2.5826742420259e-06,0.0006501881305361332,-1.6787381865014395e-05
3.2283428246606827e-06,0.0006734321913661489,6.456685310025987e-06
9.039359876589716e-06,0.0006792432065370795,-1.0976365049142024e-05
-8.393691323478048e-06,0.0007024872670745092,-2.2598398695628286e-05
-2.5826742420259e-06,0.0007373533574419514,-2.2598398695628286e-05
9.039359876589716e-06,0.0007547864024283053,-5.165348248003154e-06
9.039359876589716e-06,0.0007373533574419514,-1.0976365049142024e-05
2.0661393936175134e-05,0.0007954635068849763,-1.0976365049142024e-05
9.039359876589716e-06,0.0007954635068849763,1.2267702066940306e-05
3.2283428246606827e-06,0.0008187075662530807,2.3889735536536373e-05
9.039359876589716e-06,0.0008477626401346714,1.2267702066940306e-05
2.0661393936175134e-05,0.0008710066989771472,-5.165348248003154e-06
9.039359876589716e-06,0.0009349278595901074,-5.165348248003154e-06
3.2283428246606827e-06,0.0009174948159616245,6.456685310025987e-06
9.039359876589716e-06,0.0009174948159616245,-1.6787381865014395e-05
-8.393691323478048e-06,0.0009523609030873277,-5.165348248003154e-06
3.2283428246606827e-06,0.0009581719175572466,1.807871880910509e-05
2.6472410943823502e-05,0.00100466003279178,6.456685310025987e-06
3.2283428246606827e-06,0.0009930380040706038,6.45668538386183e-07
-8.393691323478048e-06,0.0010511481470938061,-5.165348248003154e-06
3.2283428246606827e-06,0.001056959161316013,-1.0976365049142024e-05
9.039359876589716e-06,0.0010627701755236548,1.2267702066940306e-05
3.2283428246606827e-06,0.0011034472745695477,1.2267702066940306e-05
-2.5826742420259e-06,0.0011383133588984508,6.45668538386183e-07
9.039359876589716e-06,0.0011557464008664971,-1.0976365049142024e-05
1.4850376913777231e-05,0.0011557464008664971,1.807871880910509e-05
9.039359876589716e-06,0.0011906124844099154,-1.6787381865014395e-05
9.039359876589716e-06,0.0012312895812157869,-5.165348248003154e-06
3.2283428246606827e-06,0.0012603446499268966,-5.165348248003154e-06
1.4850376913777231e-05,0.001306832759109416,6.45668538386183e-07
-8.393691323478048e-06,0.001271966677309665,1.807871880910509e-05
3.2283428246606827e-06,0.0013416988403865523,1.2267702066940306e-05
-8.393691323478048e-06,0.0013823759345496522,6.45668538386183e-07
3.2283428246606827e-06,0.001364942894281081,-1.0976365049142024e-05
2.0661393936175134e-05,0.001428864041294402,6.45668538386183e-07
9.039359876589716e-06,0.001428864041294402,-1.0976365049142024e-05
1.4850376913777231e-05,0.0015044072127762406,-5.165348248003154e-06
-8.393691323478048e-06,0.0015102182258657476,6.456685310025987e-06
-8.393691323478048e-06,0.0015218402520013146,6.45668538386183e-07
-2.5826742420259e-06,0.0015450843040987166,-1.0976365049142024e-05
9.039359876589716e-06,0.0015973834204712019,6.45668538386183e-07
1.4850376913777231e-05,0.0016031944333291333,-1.0976365049142024e-05
-2.5826742420259e-06,0.0016322494974018674,6.456685310025987e-06
-8.393691323478048e-06,0.0016613045611131017,-1.6787381865014395e-05
9.039359876589716e-06,0.0017077926622995222,6.45668538386183e-07
9.039359876589716e-06,0.001731036712545994,6.456685310025987e-06
3.2283428246606827e-06,0.001719414687451648,-5.165348248003154e-06
-1.420470841969576e-05,0.0017717137999213666,6.45668538386183e-07
3.2283428246606827e-06,0.0018298239235164677,-2.2598398695628286e-05
-8.393691323478048e-06,0.0018298239235164677,6.45668538386183e-07
9.039359876589716e-06,0.001905367082033835,-5.165348248003154e-06
-8.393691323478048e-06,0.0018879340456691444,6.45668538386183e-07
9.039359876589716e-06,0.001957666190349821,-5.165348248003154e-06
2.0661393936175134e-05,0.001980910238115758,6.456685310025987e-06
3.2283428246606827e-06,0.0020157763093327907,6.456685310025987e-06
-8.393691323478048e-06,0.0020099652974992785,6.45668538386183e-07
3.2283428246606827e-06,0.0021029414851092476,6.45668538386183e-07
1.4850376913777231e-05,0.002073886426876663,6.45668538386183e-07
-1.420470841969576e-05,0.0020913194618593467,-5.165348248003154e-06
-8.393691323478048e-06,0.0021726736234013878,6.45668538386183e-07
3.2283428246606827e-06,0.0022075396917717208,6.456685310025987e-06
9.039359876589716e-06,0.0022424057596252107,1.2267702066940306e-05
9.039359876589716e-06,0.002254027782128232,1.2267702066940306e-05
3.2283428246606827e-06,0.0022888938492929187,-1.0976365049142024e-05
9.039359876589716e-06,0.00232375991594126,2.3889735536536373e-05
1.4850376913777231e-05,0.0023586259820735033,1.2267702066940306e-05
9.039359876589716e-06,0.002393492047689858,4.1322785630381126e-05
9.039359876589716e-06,0.002428358112790548,1.2267702066940306e-05
3.2283428246606827e-06,0.0025155232732876984,1.807871880910509e-05
3.2283428246606827e-06,0.0025039012520740827,1.807871880910509e-05
3.2283428246606827e-06,0.0024632241773758137,1.807871880910509e-05
-2.5826742420259e-06,0.0025620113575701435,6.45668538386183e-07
9.039359876589716e-06,0.0026143104512944162,1.807871880910509e-05
3.228342793673035e-05,0.002649176513134401,2.970075224922614e-05
9.039359876589716e-06,0.00266079853363349,1.807871880910509e-05
-1.420470841969576e-05,0.0027189086352725077,1.807871880910509e-05
-8.393691323478048e-06,0.002759585705570927,1.807871880910509e-05
1.4850376913777231e-05,0.002788640755356285,3.551176894718241e-05
2.0661393936175134e-05,0.0028293178244571705,1.2267702066940306e-05
-2.5826742420259e-06,0.002881616912275441,3.551176894718241e-05
-2.5826742420259e-06,0.0029164829701802345,3.551176894718241e-05
3.2283428246606827e-06,0.002957160037088337,6.456685221592114e-05
9.039359876589716e-06,0.002974593065549859,5.294481895261011e-05
1.4850376913777231e-05,0.003032703159497396,4.1322785630381126e-05
3.2283428246606827e-06,0.0030791912336322184,4.71338022988784e-05
1.4850376913777231e-05,0.003102435270358747,7.037786882546838e-05
9.039359876589716e-06,0.0031779783881514183,6.456685221592114e-05
-1.420470841969576e-05,0.0031896004060605453,8.199990200038641e-05
1.4850376913777231e-05,0.003253521503546898,9.362193511638647e-05
9.039359876589716e-06,0.0032418994859496914,0.00010524396817347657
-8.393691323478048e-06,0.0032941985646908027,0.00011686600117168076
1.4850376913777231e-05,0.0033639306678944123,0.00011105498467995342
3.2283428246606827e-06,0.003451095794033447,0.00012848803411101507
2.0661393936175134e-05,0.0034162297439597096,0.00012267701764870665
-2.5826742420259e-06,0.0034046077271553308,0.00013429905055859
-2.5826742420259e-06,0.003509205876358921,0.00012848803411101507
3.2283428246606827e-06,0.0035963709971988567,0.00013429905055859
1.4850376913777231e-05,0.0035847489812703835,0.000157543116201723
1.4850376913777231e-05,0.0035905599892416744,0.000157543116201723
-2.0015725530687057e-05,0.003677725107118349,0.000157543116201723
3.2283428246606827e-06,0.0037416461915453524,0.00015173209981301795
1.4850376913777231e-05,0.0037648902218234814,0.0001924092142250307
9.039359876589716e-06,0.003811378281703946,0.00017497616527958142
9.039359876589716e-06,0.00385205533336055,0.00019822023051075353
3.2283428246606827e-06,0.003915976413142925,0.00018659819792458238
3.2283428246606827e-06,0.003933409434606571,0.00021565327927971345
9.039359876589716e-06,0.003991519505238952,0.00019822023051075353
-2.5826742420259e-06,0.004043818567607648,0.00022146429550662253
-8.393691323478048e-06,0.004038007560733923,0.0002388973440991251
1.4850376913777231e-05,0.0041019286355732975,0.00024470836026723646
1.4850376913777231e-05,0.004107739642292737,0.0002505193764206464
3.2283428246606827e-06,0.004206526754379045,0.00024470836026723646
-2.5826742420259e-06,0.004223959773738782,0.00026214140868335384
3.2283428246606827e-06,0.004311124868648205,0.00027957445696721444
3.2283428246606827e-06,0.004276258831062176,0.00029700750511882617
-2.5826742420259e-06,0.004375045936248636,0.0003028185211399873
9.039359876589716e-06,0.004450589013960573,0.00032025156911535816
2.0661393936175134e-05,0.004468022031558999,0.00033187360102547163
-8.393691323478048e-06,0.004468022031558999,0.00034930664878056147
-2.0015725530687057e-05,0.0045493761120248034,0.0003376846169585364
1.4850376913777231e-05,0.004636541195206087,0.00036092868054389305
4.3905461878239344e-05,0.004671407227601105,0.0003434956328768916
1.4850376913777231e-05,0.004706273259495041,0.00036092868054389305
-8.393691323478048e-06,0.004741139290888101,0.0003667396964035227
9.039359876589716e-06,0.004851548386997678,0.00039579477548159836
3.2283428246606827e-06,0.0048573593919171215,0.0004190388384799557
3.2283428246606827e-06,0.004868981401714414,0.0004190388384799557
9.039359876589716e-06,0.004967768482749772,0.00043066086989111007
9.039359876589716e-06,0.004985201496633985,0.0004364718855747073
2.0661393936175134e-05,0.005031689533048663,0.00046552696377266065
3.2283428246606827e-06,0.0051188545989365435,0.0004887710260671446
9.039359876589716e-06,0.005165342632803289,0.00048296001051551565
-8.393691323478048e-06,0.005264129701831612,0.0005003930571264585
9.039359876589716e-06,0.005246696689940358,0.0005178261036055213
9.039359876589716e-06,0.005246696689940358,0.0005120150881271511
-8.393691323478048e-06,0.005374538774256797,0.0005294481345183178
9.039359876589716e-06,0.005455892824435853,0.0005294481345183178
3.2283428246606827e-06,0.0054849478417022665,0.0005701252422516858
-2.5826742420259e-06,0.005490758845114211,0.0005759362575836028
-2.5826742420259e-06,0.005572112891435809,0.0005933693034914979
2.0661393936175134e-05,0.005624411919789732,0.0006398574252686115
9.039359876589716e-06,0.005688332952932127,0.0006398574252686115
3.2283428246606827e-06,0.0057406319788121055,0.0006631014858060413
1.4850376913777231e-05,0.0057987420062633995,0.000651479455566577
3.2283428246606827e-06,0.005845230027236639,0.0006805345310555622
3.2283428246606827e-06,0.0059149620570513725,0.0006747235159869964
3.2283428246606827e-06,0.0059091510546421715,0.0006921565611487896
9.039359876589716e-06,0.0060369931044818165,0.0007095896061789914
1.4850376913777231e-05,0.006100914126918688,0.0007270226510776496
9.039359876589716e-06,0.006153213144046197,0.0007618887404804483
-8.393691323478048e-06,0.006089292122962282,0.0007618887404804483
-8.393691323478048e-06,0.006246189171764403,0.0007851327997901478
-2.5826742420259e-06,0.006408897211871995,0.000796754829357378
9.039359876589716e-06,0.0063624092015025155,0.0008432429470423458
1.4850376913777231e-05,0.006472818224707874,0.0008258099030199541
-2.5826742420259e-06,0.006472818224707874,0.0008548649763176556
-8.393691323478048e-06,0.006583227243003994,0.0008606759909334106
9.039359876589716e-06,0.006577416242163318,0.0008781090346931565
1.4850376913777231e-05,0.006658770252697441,0.0008839200492505707
1.4850376913777231e-05,0.006699447256967225,0.0009304081651848651
2.0661393936175134e-05,0.006792423264232493,0.0009304081651848651
3.2283428246606827e-06,0.006833100266320654,0.0009594632371700185
-1.420470841969576e-05,0.006897021268262222,0.0010001403373372365
1.4850376913777231e-05,0.006937698268645681,0.001011762365825338
2.0661393936175134e-05,0.007001619267910282,0.0010233843942551869
1.4850376913777231e-05,0.0070364852668203005,0.001017573380047545
9.039359876589716e-06,0.007077162264934496,0.0010524394650750389
-2.5826742420259e-06,0.007187571256484438,0.0010408174367907777
9.039359876589716e-06,0.007251492249368968,0.0010640614933010797
1.4850376913777231e-05,0.007321224239749092,0.0011047385916338726
3.2283428246606827e-06,0.0073619012332431085,0.001127982647503989
9.039359876589716e-06,0.007425822221688863,0.0011570377170144672
3.2283428246606827e-06,0.007425822221688863,0.0011686597447168835
2.0661393936175134e-05,0.007553664193706788,0.001174470758546288
9.039359876589716e-06,0.00749555420723098,0.0012093368412175681
-8.393691323478048e-06,0.007669884162637328,0.0012209588686584287
1.4850376913777231e-05,0.007675695160943218,0.0012209588686584287
1.4850376913777231e-05,0.007803537120288449,0.0012732579914234259
3.2283428246606827e-06,0.007931379073166208,0.001308124072613484
3.2283428246606827e-06,0.0079139460799724,0.0013313681264499762
3.2283428246606827e-06,0.008012733039817007,0.0013313681264499762
3.2283428246606827e-06,0.008035977029808822,0.0013720452201054117
9.039359876589716e-06,0.008111519995810583,0.0013894782600259341
